ID;pdf_name;keyword;page_num;line_num;line_text;token_text
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;87;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;88;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;89;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;90;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;91;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;92;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;93;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;1;94;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;95;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;96;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;97;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;98;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;99;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;100;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;101;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;102;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;103;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;104;;
1;Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf;proteomics|transcriptomics|RNA|miRNA|lipidomics|metabolomics|16|microbiome|metagenomics|genomics|DNA seq|;2;105;;
