ID pdf_name keyword page_num line_num line_text token_text
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 38  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 67  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 73  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 79  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 82  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 85  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 86  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 87  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 88  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 91  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 106  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 118  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 123  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 125  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 132  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 145  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 146  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 147  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 149  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 153  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 170  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 184  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 198  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 207  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 208  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 213  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 214  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 217  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 218  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 5 229  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 5 234  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 5 244  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 5 250  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 6 251  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 6 266  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 6 268  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 6 288  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 6 290  
1 "Genetic variants shape rheumatoid arthritis- specific transcriptomic features in CD4+  T cells through differential DNA methylation,  explaining a substantial proportion of heritability.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 6 298  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 1  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 2  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 3  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 4  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 6  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 7  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 9  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 18  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 22  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 24  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 35  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 36  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 37  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 41  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 48  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 1 50  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 60  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 62  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 66  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 79  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 81  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 83  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 110  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 112  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 2 118  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 133  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 138  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 157  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 160  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 169  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 173  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 181  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 211  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 214  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 223  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 226  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 232  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 3 240  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 254  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 264  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 285  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 287  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 288  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 289  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 291  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 294  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 298  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 300  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 303  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 309  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 321  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 325  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 327  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 330  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 331  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 333  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 337  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 346  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 348  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 349  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 353  
2 "Identifying associations among genomic, proteomic and imaging biomarkers via adaptive sparse multi-view canonical correlation analysis.pdf" "proteom|transcriptom|RNA|miRNA|lipidomic|metabolomic|16|microbiome|metagenomic|genomic|DNA seq|genetic" 4 354  
